,ITE_ITEM_TITLE,ITE_ITEM_TITLE,"Score Similitud (0,1)"
229,Tênis Öus Imigrante Essencial Preto/furta Cor,Tênis Öus Couro Imigrante Nuvem Furta Cor Essencial,0.5555555555555556
230,Tênis Osklen Riva Off-white 59508,Tênis Riva Em Couro Osklen,0.5
231,Tênis Bibi,Tênis Bibi 29 Tamanho,0.5
232,Bike Moto Cross Unitoys Infantil Amarela,Bicicleta  Infantil Bike Moto Cross Amarela  Aro 16 Radical,0.5
233,Tenis Oxford,Tenis Oxford Verniz,0.6666666666666666
234,"Kit 2 Tênis Masculino - Para Caminhada, Esporte E Casual",Kit 2 Tênis Masculino Casual Esporte Caminhada Para Academia,0.7
235,Bicicleta Infantil Aro 20 Com Pezinho Mini Antonella Rosa ,Bicicleta  Infantil Nathor Antonella Aro 20,0.5555555555555556
236,Kit 2 Tênis Sneaker Leve Confortável  Caminhada Preto E Azul,Kit 2 Tênis Sneaker Caminhada Confortável Vermelho E Preto,0.7
237,Tenis Chunky Feminino Colorido Blogueira Sneakers Flatform,Tênis Feminino Chunky Blogueira Buffalo Flatform Sneakers,0.5555555555555556
238,Tenis De Corrida Gel Shogun 3 Original ,Tênis Asics Corrida Gel Shogun 3 014723,0.4444444444444444
239,Tenis Activitta Referencia 4816.102,Tenis Esportivo Preto Activitta,0.3333333333333333
240,Tênis Ramarim Lançamento Branco Feminino Chunky Casual,Tênis Feminino Ramarim Chunky Flatform Casual Lançamento,0.75
241,Sapatilha Scott Mtb Comp Boa 2021,Sapatilha Scott Mtb Comp Boa 2018,0.7142857142857143
242,Tênis Feminino Asics Gel Kihai 2 Corrida Cinza / Rosa,Tênis Asics Gel Kihai 2 Feminino Rosa Original,0.6363636363636364
243,Tenis Redley Edição Especial Corona ,Tenis Redley Azul,0.3333333333333333
244,Sapatenis Casual Masculino  2 Pares Tenis Sapato Confort,Sapato Masculino Sapatenis Casual Tenis Social Couro Confort,0.6
245,Tênis Esportivo Feminino Casual  Olympikus Glam 434 ,Tênis Olympikus Feminino Glam ,0.5714285714285714
246,Bicicleta 29 Dropp Z3 Kit Absolut 12v Hidráulic Trava Guida,Bicicleta Aro 29 Dropp Race 12v Kit Absolute Susp Ar Trava,0.4
247,Kit Tenis Infantil Naruto Com Led Que Pisca + Chinelo,Kit Infantil Tenis Patrulha Com Led Que Pisca + Chinelo,0.7777777777777778
248,Tênis Infantil 3d Kidy - 0830024,Tênis Infantil Kidy Play Velcro - Com Carrinho,0.4444444444444444
249,Tênis Casual Couro Lomen Masculino Antiderrapante Leve Macio,Tênis Sneaker Masculino Couro Macio Casual Conforto Leve,0.6
250,Tênis Beira Rio Baixinho Lona Confortável Feminino,Tênis Feminino Em Lona Beira Rio 4196.914,0.625
251,Tenis Feminino Casual Sapatenis Liso Confortavel Moda ,Tenis Sapatenis Feminino Casual Liso,0.7142857142857143
252,Tenis Feminino Cano Alto Star Jeans Tamanho Especial Ate 44,Tenis  Feminino Slip On Jeans Tamanho Especial Ate 44,0.5833333333333334
253,Tenis Sapatenis Polo Bra Masculino Botinha Frete Grátis,Tenis Sapatenis Polo Bra Masculino Sapatenis Tamanhos Grande,0.5
254,Tênis Masculino De Camurça - Top De Linha - Primeira Linha,Tênis New Balance Ml574 - Masculino Top,0.4
255,Tênis Mule Feminino Sapatênis Slip On Confortável Anabela,Tênis Feminino Kolosh C1416 Slip On Confortável Anabela,0.6
256,Sneaker Gambo Com Ziper 24/38,Tênis Sneaker,0.2
257,Tênis Moleca Casual Branco 5605434,Tênis Da Moleca Casual ,0.6
258,Tênis Infantil Pampili Now United Luna Glitter,Tênis Botinha Now United Infantil Glitter Pampili Feminino,0.6666666666666666
259,Tênis Under Armour Charged Envolve 2 - Masculino - Verde/bra,Tênis Under Armour Charged Skyline 2 - Masculino,0.7
260,Tenis Olympikus Cushy 355 Marinho/laranja,Tenis Olympikus Perfil,0.3333333333333333
261,Tênis Olympikus Iris Marinho O Melhor Preço,Tênis Olympikus Tropico O Melhor Preço,0.5714285714285714
262,Tênis Menino Casual Molekinho 2831.108,Tênis Casual Menino Infantil Molekinho 2831112,0.5714285714285714
263,Tênis Fila Springy Feminino Preto E Prata,Tênis Fila Atmosphere Feminino Preto,0.5714285714285714
264,Tênis Qix Circus Preto,Tênis Qix Hexagon Preto Preto,0.6
265,Tênis Lacoste Court Slam,Tênis Lacoste Court Masculino,0.6
266,Tênis Feminino Hocks Skatista Evo Desert Cream Nfe Envio Já,Tênis Feminino Hocks Skatista Le Parc Branco Envio Já Nfe,0.5
267,Tênis Magia De Criança Menina Slip On Brilho Rosa,Tênis Slip World Colors Brilho Rosa Infantil Menina Casual,0.4166666666666667
268,Tênis Fly Baby Tecido Grafite Bibi,Tênis Bibi Fly Baby Masculino,0.5714285714285714
269, Tênis Polo Plus Masculino Várias Cores Alta Qualidade,Tênis Polo Plus Original Várias Cores + Cinto Casual,0.4166666666666667
270,Tênis Sola Alta Estilo Dina Mirtz | Couro Legítimo,Tênis Casual Masculino Sola Alta Em Couro Legítimo,0.45454545454545453
271, Tênis Bull Terrier Bruce Low -  Botoli Esportes,Tênis Bull Terrier Havoc Low,0.4444444444444444
272,Sapatos Femininos Boca De Peixe Dedo Aberto Stiletto Malha E,Sapatos Femininos Dedo Aberto Cunhas Sólidas Causal Outdoor,0.3333333333333333
273,Tênis Infantil Menino Calce-fácil Âncora Marrom,Tênis Infantil Menino Botinha Marrom,0.5714285714285714
274,Tênis Under Armour Single Flex Branco,Tênis Under Armour ,0.5
275,Tênis Usthemp Long Temático - Brigadeiro 2,Tênis Usthemp Long Temático - Violões 2,0.75
276,Linda Botinha Feminino\masculino ,Linda Botinha Cano Alto Fem E Masc Promoção ,0.25
277,Tênis Feminino Casual Ortopédico Estiloso,Tênis Feminino Casual Ortopédico Plataforma,0.6666666666666666
278,Tênis Cano Médio/bota Feminina Kolosh C/ Palmilha Magnética,Tênis Kolosh Casual C/ Palmilha Magnética ,0.5555555555555556
279,Tênis Olympikus Triunfo Preto/laranja,Tênis Olympikus Triunfo Preto/chumbo,0.6
280,Tênis Casual Feminino Moleca Napa Rosa 5731.205,Tênis Casual Feminino Moleca Rosa ,0.7142857142857143
281,Sapatênis Masculino Tênis Casual 2021,Sapatênis Masculino Tênis Casual Passeio ,0.6666666666666666
282,Sapatenis Feminino Rosa Cano Baixo - Aproveite! ,Tenis Rosa Cano Baixo - Aproveite! ,0.6666666666666666
283,Tênis Skechers Track Moulton Masculino - Preto,Tênis Skechers Skechers Sport Mens Masculino - Preto,0.5555555555555556
284,Tênis 361 Marshal,Tênis 361 ,0.6666666666666666
285,Tênis 4 Molas Shox Nz (2 Pares De Tênis) Frete Grátis ,Tênis Shox 4 Molas Nz (2 Pares De Tênis)  Frete Grátis Promo,0.9166666666666666
286,Tênis Knit Zoe Colcci,Tênis Knit Sport,0.4
287,Tênis Infantil Pampili Pk Xd Cano Médio Menina - Preto,Tênis Menina Pk Xd Pampili Cano Médio Branco/preto Com Poppy,0.5833333333333334
288,Bicicleta Freeride Passeio Viking 21v Aro 26 - Azul Claro,Bicicleta Aro 26 Vikingx Tuff Azul 21v Freeride,0.5
289,Kit 3 Sapatênis Infantil Masculino Casual Dexshoes 2021,Kit 2 Sapatênis Infantil Masculino Casual Dexshoes 2021,0.7777777777777778
290,Tênis Usthemp Slip-on Temático - Deepspace,Tênis Usthemp Slip-on Temático - Teckel,0.7142857142857143
291,Kit Tênis Naruto + Boné + Mochila Da Akatsuki Volta As Aulas,Kit Tênis Naruto Akatsuki  Camiseta  Boné Lançamento,0.45454545454545453
292,Tênis Sneakers Off Feminino Cadarço Branco Linc Dia A Dia,Tênis Feminino Liso Branco Com Cadarço,0.4444444444444444
293,Sapatos De Papai Moda Reflexiva Tênis Respirável Homens,"Sapatos Esportivos De Moda, Tênis De Corrida Respirável E Le",0.36363636363636365
294,Slip On Santa Lolla Laço Tecido Azul Jeans Imperial Original,Tenis Santa Lolla Laço Azul Jeans Original C Frete Gratis,0.42857142857142855
295,Bicicleta Motorizada Beach Via Appia Banco Xr Frete Gratis,Bicicleta Motorizada Beach Cargo 80cc Via Appia ,0.45454545454545453
296,Bike Focus Whistler Sl Gx,Bike Canyon Exceed Cf Sl 6.9 Pro - Race,0.16666666666666666
297,Botinha Fitness Cheia De Marra Academia Musculação Treino   ,Botinha De Academia Cheia De Marra Treino Musculação ,0.8571428571428571
298,Tênis Casual Feminino Adulto Lona Moleca 5738.101,Tênis Casual Feminino Adulto Moleca 5738.101,0.8571428571428571
299,Tênis Skechers Go Walk 5 - Feminino,Tênis Skechers Go Walk 5 Feminino - Azul,0.875
300,Tênis Olympikus Cs1 Feminino Corrida Caminhada Original,Tênis Olympikus Original Feminino Corrida Caminhada Triunfo,0.75
301,Tênis Infantil Skechers Dyna Lite Bbk 27 Ao 34,Tênis Infantil Skechers Dyna Lite Bbk 27 Ao 34 98120l_bbk ,0.8888888888888888
302,Sapatilha Hibrida Ciclismo Natação Trilha Pesca Bike Barato,Sapatilha Hibrida Água Pesca Trilha Bike Praia Pescaria ,0.45454545454545453
303,Tênis Espadrille Valentina 396070,Tênis Preto Paetê Valentina,0.3333333333333333
304,Tênis Bull Terrier Dragon Ii Burnet Couro Natural Original1,Tênis Bull Terrier Burnet Dragon Iii Couro Natural Original,0.6363636363636364
305,Tenis Olympikus  Corrida Esportes Original Ultra Leve,Tenis Masculino Olympikus Ultra Leve 195g Original Corrida,0.6666666666666666
306,Tênis Olympikus Like Feminino - Melissa,Tênis Olympikus Like Feminino 798,0.5714285714285714
307,Bicicleta Aro29 Z1-x Q19 Freio Disco Mecânico 21v Azul Dropp,Bicicleta Aro29 Z1-x Q17 Fr Disco Mecânico 21v Amarelo Dropp,0.5384615384615384
308,Bicicleta Aro 20 Tipo Poti Com  Cesta Feminino 5 A 9 Anos ,Bicicleta Aro 26 Poti Com Cesta,0.36363636363636365
309,Sapatilha Mtb Speed Bike Para Ciclismo Trilha + Meião Meia ,Sapatilha Mtb Bike Avva Preta + Meia Ciclismo Brinde,0.5
310,Versace Tênis,Tênis Versace Chain Reaction,0.5
311,"6x Tampas, Calço De Metalon, Cadeiras, Mesa De 3 Polegadas","10 Tampas, Calço De Metalon 40mm X 80mm, Interna, Pretas",0.26666666666666666
312,Tênis Everlast Monster 2 Masculino Cross - Preto Latex,Tênis Everlast Monster 2 Unisex Cross - Verde Latex,0.6363636363636364
313,Tenis Chuncky Sneaker Feminino Sapatênis Original Moda Dhl,Tenis Feminino Passeios Caminhada Sapatenis Moda Original,0.36363636363636365
314,Tênis Capricho Likes Platform Class Feminino Preto E Marrom,Tênis Capricho Likes Platform Class Feminino Rosa,0.6666666666666666
315,Sapatênis Profissional Fechado Tênis Soft Work [ Com Ca ],Tênis Profissional Soft Works Bb 80,0.25
316,Tênis Feminino Calce Fácil Casual ,Tênis Infantil Feminino Casual Meninas Tênis Calce Fácil,0.7142857142857143
317,Caloi Explorer Sport Mountain Bike Aro 29 2021 Melhor Preço,Bike Aro 29 Caloi Explorer Sport 2021 Caloi,0.7
318,Tv De Plasma LG 42pn4600 - Tv Não Liga Vendo Ela Inteira,Tv LG Plasma - 42pg20r - Com Defeito,0.4
319,Tênis Promoção Produto Igual Da Foto Com Brinde ,Tênis De Grife Na Promoção ,0.2857142857142857
320,Tênis Knit Anatômico Infantil Klin Feminino 199075,Tênis Klin Infantil Feminino 480024 ,0.5
321,Tênis Esportivo Cheia De Marra Fitness Feminino Spike Treino,Tênis Esportivo Cheia De Marra Feminino Croco Musculação ,0.5
322,Tênis Polo North - Pn130,Tênis Masculino - Polo Open - Original,0.375
323,Tênis Aquatek Nautika Sapatilha Rio Jet Ski,Tênis Aquatek Nautika Híbrido Rio Jet Ski,0.75
324,Tênis Urban Encore Mormaii,Tênis Mormaii Urban Preto,0.6
325,Sapatilha Kart Ks- 2 Omp - Preto/branco/vermelho Nº 39 Br,Sapatilha Kart Ks- 2 Omp - Preto/branco/vermelho Nº 43 Br,0.8181818181818182
326,Tênis Infantil Kidy 045-1034 Preto/pink/rosa,Tênis Kidy Respi-tec Infantil,0.5
327,Tênis Usthemp Amy Vegano Casual Ovelheiro Gaúcho,Tênis Usthemp Folks Vegano Casual Ovelheiro Gaúcho,0.75
328,Sapatênis Original Da Osklen Couro Legítimo Tamanho 40 A 44,Sapatênis Da Osklen Original Couro Legítimo,0.625
329,Bicicleta Flybikes 2021 Sion Rhd Preta Fosca 21 ,Bicicleta Elétrica Tecultra3.0 15ah 350w-quadro 21 Preta,0.25
330,Tênis Feminino Casual Básico Bebecê,Tênis Casual Básico Feminino,0.8
331,Tenis Oakley Flak 2 Brown Novo Modelo,Tenis Oakley Modelo Flak 365. Modelo Top!,0.4
332,Tênis Original Cloudpacer 270 M adidas D96320,Tênis adidas Original,0.42857142857142855
333,Tênis Meia Infantil Meninos Hulk Calce Fácil +óculos Relógio,Tênis Infantil Meia Mario Calce Fácil Personagem Meninos,0.5454545454545454
334,Tênis adidas Ultimashow Preto/branco,Tênis Feminino adidas Ultimashow Rosa,0.5
335,Tênis Under Armour Charged Skyline 2 Masculino - Azul Petról,Tênis Under Armour Charged Skyline 2 - Masculino,0.8
336,Trek Madone 9 Series,Bicicleta Trek Madone ,0.4
337,Tenis Nike Crater Impact React,Tenis Nike Free,0.3333333333333333
338,Bicicleta Infantil Aro 12 Menino Masculina 2 A 5 Anos ,Bicicleta Infantil Aro 12 Nathor Menino 2 A 5 Anos Modelos,0.7272727272727273
339,Combo 3 Tenis Polo Masculinos Caminhada Treino Academia Leve,Tenis Para Academia Caminhada Leve Treino Confortável Barato,0.45454545454545453
340,Tênis Superga 2750 Suede Conhaque,Tênis Superga 2750 Fglu Black,0.42857142857142855
341,Tenis Masculino X9000l4 ´black Signal Orange´,Tenis Masculino Actvitta ,0.2857142857142857
342,Tênis Slip On Feminino Infantil Estampada Kidstep 10890452 ,Tênis Slip On Feminino Infantil Molekinha 2716.100,0.5
343,Tênis Menina Yacht Infantil Slip On Feminino Casual,Tênis Casual Feminino Slip On,0.625
344,Kit 2 Pares Tenis Feminino Casual Ks Boots Original Promoção,Tenis Feminino 2 Pares Casual Feminino Original Leve Moda,0.5
345,Rainha Stop Feminino Estilo Elegância Saúde Durabilidade,Tênis Rainha Feminino Stop,0.375
346,Tênis Olympikus Vetor 787 Masculino Running Preto Caminhada,Tênis Olympikus Masculino Vetor Esportivo Caminhada - 787,0.6
347,Tênis Masculino Asics Patriot 11a,Tênis Asics Patriot 12  Masculino 021,0.5714285714285714
348,Nike 12 Molas Réplica,Nike Shox 12 Molas,0.6
349,Tênis Flash Casual Customizado Promoção Cores,Tênis Star Wars Customizado Cano Alto Cores Promoção,0.4
350,Bicicleta Mongoose Bmx.,Bicicleta.,0.5
351,Tênis Sapatenis Feminino Lançamento Casual Macio Skalvin,Sapatenis Tênis Feminino Casual Macio Confortável 002,0.5555555555555556
352,Tenis New Balance Evoz Academia Dia A Dia Trainer Original,Tenis New Balance Original Ml574soi,0.4444444444444444
353,Tênis Masculino Lançamento Passeio Academia Corrida Leve 480,Tênis Masculino Academia Caminhada Lançamento Corrida,0.5555555555555556
354,Tênis Masculino Everlast Bunker Flow Calçado Confortável,Tênis Everlast Bunker 2  Masculino,0.5
355,Tenis Lv Archlight Usado,Tenis Osklen Usado,0.4
356,Tênis Infantil Bibi Roller Celebretion Ref: 1079016,Tênis Infantil Bibi Evolution Ref: 1053227,0.5
357,Kit 2 Tenis Feminino Vivet Jogging Original Pronta Entrega,Combo 2 Tênis Vivet Feminino Original A Pronta Entrega,0.5454545454545454
358,Sapatenis Casual Bmbrasil De Zipper 826 Vinho,Sapatenis Casual Skate Bmbrasil 850 Vinho,0.5
359,Tênis Mizuno Space Masculino - Preto+laranja,Tênis Mizuno Space - Masculino - 40 - Cinza/preto,0.625
360,Sapato Infantil Social Tênis Escolar Aniversário Festa Luxo,Tênis Infantil Sapatênis Super-heróis  Sapato Escolar ,0.4
361,Tenis Feminino Caminhada Corrida Esporte Super Confortavel ,Tenis Feminino Caminhada Corrida Confortavel Com Cadarço,0.625
362, Tênis Feminino Casual Tie Dye Acompanha Brinde Relogio ,Tênis Tie Dye Feminino Casual ,0.625
363,Tênis Botinha Feminina Bota Fitnes Academia Cano Medio Macia,Tênis Botinha Unissex Bota Fitnes Academia Cano Baixo Macia,0.6363636363636364
364,Tênis Hocks Tempus Masculino Original 12011,Tênis Hocks Tempus Avelã Original,0.5714285714285714
365,Tênis Oakley Socket Cinza,Tênis Oakley Socket Jet Black,0.5
366,Sapatilha Ciclismo Mtb Giro Ranger Conforto Reforçado,Sapatilha Ciclismo Mtb Giro Ranger Preta,0.625
367,Tenis Infantil Feminino Ortope Sport Baby Menina Bebe,Tênis Infantil Ortopé Sport Baby Sapatinho Bebe Tênis Menina,0.45454545454545453
368,Bicicleta Caloi Supra R29 21v Aluminio,Bicicleta Caloi Supra Aro 29 Aluminio 21v - Frete Gratis,0.45454545454545453
369,Tênis Infantil Masculino Mickey Com Led Luzinha,Tênis Infantil Masculino Com Led,0.6666666666666666
370,Tênis Feminino Basic Branco,Tênis Branco Feminino Plataforma,0.6
371,Tênis Usthemp Spice Temático -shih-tzu Preto E Branco,Tênis Usthemp Slip-on Temático - Cocker Preto E Branco,0.5
372,Tênis Feminino Kolosh - 0787,Tênis Feminino Kolosh - C0374,0.6666666666666666
373,Tênis Actvitta Marinho Preto Masculino 4908.101 Original,Tênis Actvitta Marinho Masculino 4902.100 Original,0.625
374,Bicicleta  Infantil Nathor Mini Antonella Antonella Aro 12 ,Bicicleta Infantil Nathor Mini Antonella - Aro 12 ,0.875
375,Tênis Coca-cola Basket Resort Off White Original,Tênis Coca-cola Basket Mescla Feminino Original,0.4444444444444444
376,Tênis Feminino Sapatênis Casual Fashion Moda Estiloso Macio ,Tênis Feminino Casual Moda Sapatênis Confortável,0.5555555555555556
377,Tênis adidas Vs Pace Masculino Branco Eh0019,Tênis Masculino adidas Vs Pace Branco,0.8571428571428571
378,Tênis Infantil Puma St Runner V2 Mesh V Ps,Tênis Puma St Runner V2 Mesh V Ps Infantil - Preto,0.8181818181818182
379,Sapa Tênis Couro Ecológico Velutti Marrom Escuro N. 43/44.,Tênis Couro Bull Terrier Dragon Iii - Marrom Escuro,0.26666666666666666
380,Tênis Feminino Infantil Led Minnie + Tênis Meia ,Tênis Feminino Infantil Led Patrulha Canina + Tênis Meia ,0.6666666666666666
381,Sapatilha Avva Mtb 40br Ao 44br,Sapatilha Avva Mtb Prata,0.5
382,Nike Air Force 1 Uv Reactive Swoosh,Nike Air Force 1 Low Multi Swoosh Whit,0.5
383,Tênis Sapato Slip-on Coração Vermelho Exclusivo Novidade Top,Tênis Sapato Slip-on Naruto Akatsuki Anime Novidade ,0.36363636363636365
384,Nike Lebron 15 Vermelho,Nike Lebron Soldier 10,0.3333333333333333
385,Tênis Usthemp Long Temático - Poodle Branco,Tênis Usthemp Move Temático - Poodle Branco,0.75
386,Tenis Masculino Dynamic / 343 Olympikus (16) - Marinho/doura,Tenis Masculino Energia / 796 Olympikus (01) - Chumbo/preto,0.4666666666666667
387,Tenis Masculino Street Luxuoso Marca Top Super Resistente,Tenis Masculino Preto Luxuoso Super Confortável Exclusivo,0.36363636363636365
388,Sapatenis Menina Infantil Calce Facil Ultraconfortavel 903,Tenis Meia Tenis Infantil Menina Calce Facil Calce Facil,0.4444444444444444
389,Tênis Feminino Napa Branco/prata,Tênis Feminino Napa Branco,0.6
390,Sapatilha Giro Rincon Sistema Boa L6 Synchwire Preta Clip  ,Sapatilha Ciclismo Bike Giro Rincon Boa L6 Clip Mtb ,0.5
391,Tênis Skechers Masculino Burns Brantley 87,Tenis Skechers Burns Brantley Masculino,0.5714285714285714
392, Bicicleta Aro29 Avance Inception 21v Shimano Freio A Disco ,Bicicleta Sutton New Aro29 Shimano 21v Freio Disco Hidraulic,0.5454545454545454
393,Tênis Mizuno Dynasty 3 Masculino - Cinza E Azul,Tênis Mizuno Hawk 3 Masculino - Azul Escuro,0.6
394,Tênis Usthemp Volare Collab - Tamanduá,Tênis Usthemp One Collab - Tamanduá,0.7142857142857143
395,Tênis Masculino Casual Pipper Em Couro Legítimo Sola Airmove,Tênis Casual Masculino Sola Alta Em Couro Legítimo,0.6666666666666666
396,Tênis Asics Gel-quantum 360 Geração 5 Azul E Preto Feminino,Tênis Salomon Speedcross 5 Feminino Azul,0.36363636363636365
397,Tenis Preto Feminino Casual Promoção Sintético Mendii,Tenis   Feminino Casual Promoção Branco,0.5
398,Tênis Cano Baixo Unissex Palmilha Gel Para Academia E Dança ,Tênis Adventure Unissex Cano Baixo,0.4444444444444444
399,Sapatênis Masculino Couro Azul Tênis Casual Brinde Cinto Palmilha Gel Confort Forrada Em Couro,Sapatênis Confort Masculino Casual Em Couro Azul,0.5
400,Tv Plasma 32 Polegadas LG,Tv LG Smart 32 Polegadas,0.6666666666666666
401,Tênis Under Armour Hovr Summit Intro Trailrun Original,Tênis Unissex Corrida Under Armour Hovr Phantom 2 Original,0.4166666666666667
402,Bicicleta Cargueira,Bicicleta Cargueira Para Trabalhar,0.6666666666666666
403,Tênis Usthemp Spice Temático -  Cat&dog Srd,Tênis Usthemp Short Temático - Cat&dog Srd,0.8
404,Tênis Casual Luelua Infantil Feminino Princesa,Tênis Infantil Pelúcia Feminino Princesa ,0.5714285714285714
405,Tênis Infantil Bibi On Way Menino 1108029 ,Tênis On Way Infantil Masculino Bibi,0.625
